Variant,Sequence_Step,Feature,Mean_Abs_IG,Std_Abs_IG_Across_Folds,Mean_IG,N_Folds,Presence_Rate
A,9,QQQ_Log_Return_5D,9.545668643085037e-06,1.0222519323267108e-05,1.7561898968398992e-06,4,1.0
A,10,QQQ_Volatility_14D,9.521923166389001e-06,8.41059305306919e-06,-1.6006822081138239e-06,4,1.0
A,8,Price_to_SMA20_Z60,9.166850565733853e-06,1.0977629203638656e-05,4.576313408222177e-07,4,1.0
A,9,Log_Return_1D_Z60,9.161574171301368e-06,9.306643927977248e-06,-1.2950361170105396e-06,4,1.0
A,9,QQQ_Log_Return_1D,9.089502755799117e-06,1.5071961427194972e-05,7.043276624152384e-07,4,1.0
A,8,Log_Return_5D_Z60,8.471902591900005e-06,9.861220537176844e-06,-1.6383587464474658e-06,4,1.0
A,8,Relative_Volume_20D_Z60,8.251698194072787e-06,8.852172048300565e-06,-1.4861621071560194e-06,4,1.0
A,7,Volatility_14D_Z60,7.937289096204836e-06,8.471715945862136e-06,-1.5970628122197184e-06,4,1.0
A,11,Intraday_Return_Z60,7.893230510092053e-06,7.554973660254983e-06,1.1784463413988533e-06,4,1.0
A,6,Daily_Range_Z60,7.665781408761063e-06,1.0402868946339435e-05,-1.6402748223010022e-06,4,1.0
A,7,RSI_14_Scaled,7.314428540183826e-06,7.266248793761827e-06,-3.4169163085628895e-06,4,1.0
A,9,QQQ_Volatility_14D,7.188557235693338e-06,6.800691260854014e-06,-3.8935751645041705e-07,4,1.0
A,8,QQQ_Log_Return_5D,7.006637596340681e-06,7.893490741144055e-06,8.857209352619577e-07,4,1.0
A,10,Intraday_Return_Z60,6.832200497797203e-06,7.235293769952696e-06,4.997187836863759e-07,4,1.0
A,8,QQQ_Log_Return_1D,6.408609234398455e-06,1.0458555518789773e-05,1.237757702332587e-06,4,1.0
A,8,Log_Return_1D_Z60,6.2786783345814e-06,6.309317859316165e-06,-6.098253457764713e-07,4,1.0
A,7,Price_to_SMA20_Z60,6.119428151762918e-06,6.953661908304756e-06,6.55454179994408e-07,4,1.0
A,7,Log_Return_5D_Z60,6.060861063694745e-06,6.805266023601867e-06,-1.2527634840608926e-06,4,1.0
A,6,RSI_14_Scaled,5.809959223057604e-06,6.505291437959051e-06,-2.959388840650945e-06,4,1.0
A,9,Intraday_Return_Z60,5.768532815864091e-06,6.657169596144973e-06,4.030903371088357e-07,4,1.0
A,7,Relative_Volume_20D_Z60,5.7032067690698796e-06,6.123547698476351e-06,-3.33725298395926e-07,4,1.0
A,8,QQQ_Volatility_14D,5.63575450485132e-06,5.720078523719259e-06,4.1812924145290253e-07,4,1.0
A,5,Daily_Range_Z60,5.578165813702185e-06,7.272972080428858e-06,-3.1313474296856825e-07,4,1.0
A,7,QQQ_Log_Return_5D,5.310273026193357e-06,6.328089403880484e-06,4.5383403635135267e-07,4,1.0
A,6,Volatility_14D_Z60,5.294495675656208e-06,5.931547245200552e-06,-1.1472607344131802e-06,4,1.0
