Test_Year,Model,Feature,Importance
2025,CAT B - MARKET + SEC,Has_Event_Earnings,0.34198284228961956
2025,CAT B - MARKET + SEC,Has_Event_Buyback,0.2826947515532423
2025,CAT B - MARKET + SEC,Has_Item_1_02,0.17985069052577132
2025,CAT B - MARKET + SEC,Has_Item_2_03,0.0999493556496061
2025,CAT B - MARKET + SEC,Has_Item_8_01,0.057222479601868756
2025,CAT B - MARKET + SEC,Has_Item_2_01,0.0
2025,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_5D,8.412935533105204
2025,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_1D,8.151203478847012
2025,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_1D,7.6399648143667775
2025,CAT C - MARKET + SEC + FINBERT,Volatility_14D,7.386594751329925
2025,CAT C - MARKET + SEC + FINBERT,Relative_Volume_20D,6.741847969483027
2025,CAT C - MARKET + SEC + FINBERT,QQQ_Volatility_14D,6.200920388887345
2025,CAT C - MARKET + SEC + FINBERT,RSI_14,6.098977682272811
2025,CAT C - MARKET + SEC + FINBERT,Intraday_Return,6.039950800168503
2025,CAT C - MARKET + SEC + FINBERT,Price_to_SMA20,6.031671377114982
2025,CAT C - MARKET + SEC + FINBERT,Mean_Net_Sentiment,5.590835630785461
2025,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_3D,4.997745978047911
2025,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_3D,4.419042592969234
2025,CAT C - MARKET + SEC + FINBERT,Sentiment_Momentum_3,4.367340238053266
2025,CAT C - MARKET + SEC + FINBERT,Ticker,4.208406509973476
2025,CAT C - MARKET + SEC + FINBERT,Daily_Range,3.7320230147066518
2025,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_5D,3.3284632644148444
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_1_01,1.953539428604618
2025,CAT C - MARKET + SEC + FINBERT,Has_Event_Guidance,1.0111738181941774
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_5_03,0.8196805987558715
2025,CAT C - MARKET + SEC + FINBERT,Has_EX99,0.7693038501180249
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_5_02,0.4840072905012025
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_7_01,0.381984382213351
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_2_02,0.3026721431274034
2025,CAT C - MARKET + SEC + FINBERT,Has_Event_Buyback,0.3010176716675345
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_5_07,0.19513890559332905
2025,CAT C - MARKET + SEC + FINBERT,Has_Event_Earnings,0.15525867129118218
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_2_03,0.12383825095305025
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_1_02,0.09657420597380684
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_8_01,0.057886758480033794
2025,CAT C - MARKET + SEC + FINBERT,Has_Item_2_01,0.0
2025,CAT C - MARKET + SEC + FINBERT,Has_Sentiment_History,0.0
2026,CAT A - MARKET,Relative_Volume_20D,10.225867759449045
2026,CAT A - MARKET,Stock_vs_QQQ_5D,9.473290752712355
2026,CAT A - MARKET,QQQ_Volatility_14D,8.398831472770066
2026,CAT A - MARKET,QQQ_Log_Return_1D,8.214436624033986
2026,CAT A - MARKET,Daily_Range,7.564076027592113
2026,CAT A - MARKET,Price_to_SMA20,7.458390887519417
2026,CAT A - MARKET,Volatility_14D,7.4540422343947474
2026,CAT A - MARKET,Ticker,7.102177892916147
2026,CAT A - MARKET,Stock_vs_QQQ_1D,6.997377009883246
2026,CAT A - MARKET,Stock_vs_QQQ_3D,5.984185848088489
2026,CAT A - MARKET,QQQ_Log_Return_5D,5.718826314979809
2026,CAT A - MARKET,QQQ_Log_Return_3D,5.341795808704363
2026,CAT A - MARKET,Intraday_Return,5.065244816764405
2026,CAT A - MARKET,RSI_14,5.001456550191837
2026,CAT B - MARKET + SEC,Stock_vs_QQQ_5D,8.178227573200488
2026,CAT B - MARKET + SEC,QQQ_Log_Return_1D,7.912155126880291
2026,CAT B - MARKET + SEC,Price_to_SMA20,7.407333728676587
2026,CAT B - MARKET + SEC,QQQ_Volatility_14D,7.207386955663304
2026,CAT B - MARKET + SEC,Ticker,7.1755439075283185
2026,CAT B - MARKET + SEC,Volatility_14D,6.788892770958533
2026,CAT B - MARKET + SEC,Daily_Range,6.610924164390096
2026,CAT B - MARKET + SEC,Stock_vs_QQQ_1D,6.278289399419504
