Variant,Test_Year,Feature,Native_Importance,Rank
B,2024,ticker__Ticker_TSLA,0.022444380929608237,14
B,2024,ticker__Ticker_NVDA,0.021177769596213335,15
B,2024,ticker__Ticker_ADBE,0.02070708702292478,16
B,2024,ticker__Ticker_AMZN,0.01953741837976399,17
B,2024,binary__Has_Item_1_02,0.018457786377527943,18
B,2024,binary__Has_Item_5_03,0.018456133897953385,19
B,2024,binary__Has_Item_5_02,0.018360750062905763,20
B,2024,market__Stock_vs_QQQ_1D,0.018330205820888578,21
B,2024,ticker__Ticker_AMD,0.01807825296680155,22
B,2024,ticker__Ticker_INTC,0.017089595311486266,23
B,2024,ticker__Ticker_AAPL,0.01671198382399394,24
B,2024,ticker__Ticker_QCOM,0.016474660275431444,25
B,2024,market__QQQ_Log_Return_5D,0.015822116853580613,26
B,2024,binary__Has_Event_Buyback,0.015780320801821845,27
B,2024,binary__Has_Item_7_01,0.015481162067465366,28
B,2024,binary__Has_Item_2_02,0.015375024497126565,29
B,2024,binary__Has_Item_8_01,0.014986640384667044,30
B,2024,ticker__Ticker_MSFT,0.013947887764628623,31
B,2024,binary__Has_Event_Guidance,0.01359033202524634,32
B,2024,binary__Has_Item_5_07,0.012992196366239146,33
B,2024,binary__Has_Event_Earnings,0.012853015594459035,34
B,2024,binary__Has_Item_1_01,0.012593564425028668,35
B,2024,binary__Has_Item_2_01,0.012157318151333075,36
B,2024,ticker__Ticker_GOOGL,0.010732142282255816,37
B,2024,ticker__Ticker_NFLX,0.010576505053347089,38
B,2024,ticker__Ticker_META,0.01039895920714847,39
B,2024,binary__Has_Item_2_03,0.007098889899805895,40
C,2024,market__Daily_Range,0.057043894683251134,1
C,2024,market__Price_to_SMA20,0.05370578000336307,2
C,2024,ticker__Ticker_AMZN,0.039842985487568636,3
C,2024,market__QQQ_Log_Return_3D,0.039470764700115124,4
C,2024,ticker__Ticker_INTC,0.03903038596107496,5
C,2024,market__QQQ_Log_Return_1D,0.038093544422129394,6
C,2024,market__QQQ_Volatility_14D,0.036365498550269555,7
C,2024,sentiment__Sentiment_Momentum_3,0.035864633563385484,8
C,2024,binary__Has_Item_1_02,0.035629200479426346,9
C,2024,binary__Has_Item_2_02,0.03362506296559684,10
C,2024,binary__Has_Item_5_03,0.030326313218789303,11
C,2024,binary__Has_Item_1_01,0.026873523066758352,12
C,2024,binary__Has_Item_8_01,0.02634780946273834,13
C,2024,ticker__Ticker_ADBE,0.025571691511727487,14
C,2024,ticker__Ticker_AMD,0.024911758692972106,15
C,2024,sentiment__Mean_Net_Sentiment,0.024271372653978232,16
C,2024,ticker__Ticker_AVGO,0.023940827362989095,17
C,2024,market__Volatility_14D,0.02283374014634246,18
C,2024,binary__Has_Event_Earnings,0.02265517769655049,19
C,2024,ticker__Ticker_GOOGL,0.021509942950475792,20
C,2024,ticker__Ticker_META,0.021245292660910582,21
C,2024,market__Relative_Volume_20D,0.019996362485184722,22
C,2024,binary__Has_Item_7_01,0.019711394834733494,23
C,2024,market__Stock_vs_QQQ_1D,0.019369048427945065,24
C,2024,market__Intraday_Return,0.01904158188003417,25
C,2024,market__QQQ_Log_Return_5D,0.019011381985925193,26
C,2024,market__Stock_vs_QQQ_5D,0.018083180260054687,27
C,2024,ticker__Ticker_TSLA,0.017271865662585935,28
C,2024,binary__Has_Event_Buyback,0.016870909035946822,29
C,2024,binary__Has_Item_5_07,0.016440240336135344,30
C,2024,binary__Has_Item_2_03,0.016287333728550492,31
C,2024,ticker__Ticker_AAPL,0.015387971283793482,32
C,2024,binary__Has_EX99,0.015180645571641761,33
C,2024,binary__Has_Item_5_02,0.014832387791226835,34
C,2024,market__RSI_14,0.013578876953606458,35
C,2024,binary__Has_Item_2_01,0.012973635235568144,36
C,2024,ticker__Ticker_QCOM,0.012586596890788943,37
C,2024,binary__Has_Event_Guidance,0.01208924347644933,38
C,2024,binary__Has_Sentiment_History,0.011673554805542139,39
C,2024,market__Stock_vs_QQQ_3D,0.008155854491461022,40
C,2024,ticker__Ticker_NVDA,0.008038053254911076,41
C,2024,ticker__Ticker_NFLX,0.007926189451738381,42
C,2024,ticker__Ticker_MSFT,0.006334491915763774,43
A,2025,market__Price_to_SMA20,0.10116112057131237,1
A,2025,market__Stock_vs_QQQ_5D,0.07127389034276381,2
A,2025,market__QQQ_Log_Return_1D,0.06542845637373647,3
A,2025,market__QQQ_Volatility_14D,0.05894938382623101,4
A,2025,ticker__Ticker_TSLA,0.04870008672047625,5
A,2025,market__Daily_Range,0.04307228728105803,6
A,2025,ticker__Ticker_NFLX,0.04273328250564984,7
A,2025,market__Stock_vs_QQQ_1D,0.04200157691154781,8
A,2025,ticker__Ticker_INTC,0.041816976335885436,9
A,2025,market__Stock_vs_QQQ_3D,0.04012090046757982,10
A,2025,market__QQQ_Log_Return_3D,0.035704886273828,11
A,2025,ticker__Ticker_AAPL,0.034361325361328826,12
A,2025,ticker__Ticker_AMZN,0.0335665148458767,13
A,2025,ticker__Ticker_META,0.031627632631064814,14
A,2025,ticker__Ticker_MSFT,0.030369589331743097,15
A,2025,market__Relative_Volume_20D,0.02964040265921257,16
A,2025,market__QQQ_Log_Return_5D,0.028637701788953626,17
A,2025,ticker__Ticker_AMD,0.02851119930389041,18
A,2025,market__Intraday_Return,0.028454079270856917,19
A,2025,ticker__Ticker_NVDA,0.028246004585000907,20
A,2025,ticker__Ticker_QCOM,0.025078816324197065,21
A,2025,market__RSI_14,0.02447977570364176,22
A,2025,ticker__Ticker_AVGO,0.022674002665143946,23
A,2025,ticker__Ticker_ADBE,0.02134349370861697,24
A,2025,ticker__Ticker_GOOGL,0.021264025445844627,25
A,2025,market__Volatility_14D,0.02078258876455901,26
B,2025,market__QQQ_Log_Return_1D,0.10384932719371871,1
B,2025,market__QQQ_Volatility_14D,0.09183646710936169,2
B,2025,market__QQQ_Log_Return_5D,0.047373533604827475,3
B,2025,market__Price_to_SMA20,0.037817005840132145,4
B,2025,market__RSI_14,0.03688161986999383,5
B,2025,binary__Has_Item_1_02,0.03434312671259839,6
B,2025,market__Intraday_Return,0.034179714051643335,7
B,2025,binary__Has_Event_Earnings,0.03119653308688419,8
B,2025,binary__Has_Item_5_03,0.02903725365341704,9
B,2025,market__Relative_Volume_20D,0.025900086083217932,10
B,2025,ticker__Ticker_AMD,0.025647439613923562,11
B,2025,ticker__Ticker_TSLA,0.02538479227195739,12
B,2025,market__Stock_vs_QQQ_5D,0.02346734221364239,13
B,2025,binary__Has_Event_Buyback,0.021175746044422055,14
B,2025,ticker__Ticker_MSFT,0.021009155743601418,15
B,2025,binary__Has_EX99,0.020970950488505412,16
B,2025,binary__Has_Item_7_01,0.02095064038293018,17
B,2025,binary__Has_Event_Guidance,0.020902938314322925,18
B,2025,binary__Has_Item_5_02,0.020533551816160327,19
B,2025,market__QQQ_Log_Return_3D,0.020325742148773477,20
B,2025,market__Stock_vs_QQQ_3D,0.01967328541285994,21
B,2025,ticker__Ticker_AMZN,0.019513414947145275,22
B,2025,market__Volatility_14D,0.019192556113525015,23
B,2025,ticker__Ticker_INTC,0.017352786911965484,24
B,2025,binary__Has_Item_5_07,0.017341463281397778,25
B,2025,ticker__Ticker_QCOM,0.017182760528309523,26
B,2025,market__Daily_Range,0.016612155879190654,27
B,2025,binary__Has_Item_2_02,0.016016572954614762,28
B,2025,ticker__Ticker_AVGO,0.015461525596788038,29
B,2025,ticker__Ticker_ADBE,0.01495465601021231,30
B,2025,ticker__Ticker_NFLX,0.014820201814419382,31
B,2025,binary__Has_Item_2_03,0.014571799882609197,32
B,2025,ticker__Ticker_GOOGL,0.01415336260544499,33
B,2025,market__Stock_vs_QQQ_1D,0.013835765035080069,34
B,2025,binary__Has_Item_1_01,0.0137846497130808,35
B,2025,binary__Has_Item_8_01,0.013278264255901649,36
B,2025,ticker__Ticker_AAPL,0.013215290426973897,37
B,2025,ticker__Ticker_NVDA,0.012430260789780607,38
B,2025,ticker__Ticker_META,0.01231523516512807,39
B,2025,binary__Has_Item_2_01,0.011511026431538578,40
C,2025,market__Stock_vs_QQQ_1D,0.0927388869627868,1
C,2025,market__QQQ_Log_Return_1D,0.051265757189045975,2
C,2025,market__QQQ_Log_Return_5D,0.05119650283495214,3
C,2025,market__Volatility_14D,0.0426553919482733,4
C,2025,ticker__Ticker_INTC,0.04030279205935455,5
C,2025,ticker__Ticker_QCOM,0.03595738504216338,6
C,2025,sentiment__Sentiment_Momentum_3,0.031365596789923254,7
C,2025,binary__Has_Item_7_01,0.03012273037230991,8
C,2025,market__Relative_Volume_20D,0.02949040921429154,9
C,2025,binary__Has_Item_2_01,0.02452290466181549,10
C,2025,binary__Has_Item_1_01,0.023851137976961364,11
C,2025,ticker__Ticker_MSFT,0.023793216444118012,12
C,2025,market__RSI_14,0.02324211608853897,13
C,2025,market__Price_to_SMA20,0.02259351493661744,14
C,2025,binary__Has_Item_8_01,0.022529827271696883,15
C,2025,binary__Has_EX99,0.021443503078134207,16
C,2025,ticker__Ticker_META,0.021228875483156738,17
C,2025,binary__Has_Event_Guidance,0.02107444956015724,18
C,2025,binary__Has_Item_5_07,0.020826823548802283,19
C,2025,binary__Has_Event_Buyback,0.020597704019509364,20
C,2025,binary__Has_Item_2_02,0.020330119392329548,21
C,2025,market__Daily_Range,0.019290081807566976,22
C,2025,binary__Has_Sentiment_History,0.0181653590137298,23
C,2025,binary__Has_Item_1_02,0.018124620625797956,24
C,2025,binary__Has_Item_2_03,0.01810402696635258,25
C,2025,sentiment__Mean_Net_Sentiment,0.017470034430790878,26
C,2025,binary__Has_Item_5_02,0.017443860445184336,27
C,2025,market__Stock_vs_QQQ_3D,0.017123515302360514,28
C,2025,ticker__Ticker_AAPL,0.01650487931752781,29
C,2025,market__QQQ_Volatility_14D,0.01646525028694628,30
C,2025,market__Stock_vs_QQQ_5D,0.016202909350130874,31
C,2025,ticker__Ticker_AVGO,0.016035642970868652,32
C,2025,market__Intraday_Return,0.015620476393959365,33
C,2025,ticker__Ticker_TSLA,0.015322486366296247,34
C,2025,ticker__Ticker_NVDA,0.013520845206533986,35
C,2025,ticker__Ticker_ADBE,0.012844599686491412,36
C,2025,ticker__Ticker_AMD,0.012844442750492827,37
C,2025,binary__Has_Item_5_03,0.012652967030307593,38
C,2025,market__QQQ_Log_Return_3D,0.011756027696836629,39
C,2025,ticker__Ticker_NFLX,0.01166448913423906,40
C,2025,ticker__Ticker_AMZN,0.011437891946429461,41
C,2025,ticker__Ticker_GOOGL,0.01029316614872458,42
C,2025,binary__Has_Event_Earnings,0.009982782247493872,43
A,2026,market__QQQ_Log_Return_3D,0.07434523255009104,1
A,2026,market__QQQ_Volatility_14D,0.07260562086797298,2
A,2026,market__Stock_vs_QQQ_5D,0.056194401715488104,3
A,2026,market__Daily_Range,0.05410671253100272,4
A,2026,market__QQQ_Log_Return_5D,0.052153565910517875,5
A,2026,ticker__Ticker_ADBE,0.050004820801055616,6
A,2026,market__Stock_vs_QQQ_3D,0.042285091453415066,7
A,2026,market__Relative_Volume_20D,0.04027759901492595,8
A,2026,ticker__Ticker_AMZN,0.03971544678813556,9
A,2026,market__Stock_vs_QQQ_1D,0.03952215409033176,10
A,2026,market__QQQ_Log_Return_1D,0.03949579249901147,11
A,2026,market__RSI_14,0.03932718217620157,12
A,2026,market__Price_to_SMA20,0.03738183827771111,13
A,2026,market__Intraday_Return,0.0371868097016986,14
A,2026,ticker__Ticker_AMD,0.03395531548376211,15
A,2026,ticker__Ticker_INTC,0.03358161947274445,16
A,2026,ticker__Ticker_AVGO,0.03219040833969159,17
A,2026,ticker__Ticker_TSLA,0.0316928626022883,18
A,2026,ticker__Ticker_META,0.030741852843149044,19
A,2026,ticker__Ticker_NFLX,0.029450693530875274,20
A,2026,ticker__Ticker_AAPL,0.023967723210142195,21
A,2026,ticker__Ticker_MSFT,0.023201905440640127,22
A,2026,market__Volatility_14D,0.023125967272951554,23
A,2026,ticker__Ticker_NVDA,0.023061499453399834,24
A,2026,ticker__Ticker_QCOM,0.022706358430517534,25
A,2026,ticker__Ticker_GOOGL,0.017721525542278585,26
B,2026,market__Relative_Volume_20D,0.10029153172505473,1
B,2026,market__Intraday_Return,0.04333962229802473,2
B,2026,market__QQQ_Log_Return_5D,0.042278847966937066,3
B,2026,binary__Has_Item_5_03,0.04170087285748354,4
B,2026,market__Stock_vs_QQQ_3D,0.039717436760718386,5
B,2026,market__Volatility_14D,0.03747160710646175,6
B,2026,market__Daily_Range,0.03618351612274044,7
B,2026,ticker__Ticker_TSLA,0.03021711383104654,8
B,2026,market__QQQ_Log_Return_3D,0.02927020126397163,9
B,2026,binary__Has_Item_1_01,0.028652525926817846,10
B,2026,market__RSI_14,0.02613280672878199,11
B,2026,ticker__Ticker_AMD,0.025205423816610006,12
B,2026,market__QQQ_Volatility_14D,0.02504237926056751,13
B,2026,binary__Has_Item_5_02,0.02459740319042606,14
B,2026,market__Price_to_SMA20,0.024184924029480734,15
B,2026,binary__Has_Item_7_01,0.0229905537732218,16
B,2026,ticker__Ticker_NFLX,0.022214031309629005,17
B,2026,market__QQQ_Log_Return_1D,0.02162337717686975,18
B,2026,ticker__Ticker_AAPL,0.021474294497889162,19
B,2026,market__Stock_vs_QQQ_5D,0.021027355414966486,20
B,2026,binary__Has_Event_Guidance,0.0208356186977931,21
B,2026,ticker__Ticker_NVDA,0.020585233902097967,22
B,2026,binary__Has_Item_5_07,0.02027608933877972,23
B,2026,binary__Has_Item_2_01,0.020206346756570386,24
B,2026,binary__Has_Event_Earnings,0.01976790295201905,25
B,2026,ticker__Ticker_MSFT,0.019025536010465346,26
B,2026,ticker__Ticker_AVGO,0.01786577885855272,27
B,2026,ticker__Ticker_GOOGL,0.017270772143670902,28
B,2026,binary__Has_Item_8_01,0.01715064783167256,29
B,2026,binary__Has_Item_2_03,0.017080164285457264,30
B,2026,ticker__Ticker_AMZN,0.01689265868325404,31
B,2026,binary__Has_Item_1_02,0.016457862460175877,32
B,2026,binary__Has_Event_Buyback,0.015586980137572174,33
B,2026,ticker__Ticker_INTC,0.015046441852136924,34
B,2026,ticker__Ticker_QCOM,0.014876656457010008,35
B,2026,market__Stock_vs_QQQ_1D,0.014751240539457517,36
B,2026,binary__Has_Item_2_02,0.014717756106670976,37
B,2026,binary__Has_EX99,0.013748376773271726,38
B,2026,ticker__Ticker_META,0.012243996120250955,39
B,2026,ticker__Ticker_ADBE,0.01199811503542154,40
C,2026,binary__Has_EX99,0.05314518339031742,1
C,2026,binary__Has_Item_5_02,0.05302175855870388,2
C,2026,sentiment__Sentiment_Momentum_3,0.05098686673271906,3
C,2026,market__Volatility_14D,0.04388279536513087,4
C,2026,market__Stock_vs_QQQ_1D,0.04025360972376861,5
C,2026,ticker__Ticker_MSFT,0.03731496012363467,6
C,2026,market__Relative_Volume_20D,0.035552276764500595,7
C,2026,market__QQQ_Log_Return_1D,0.03512689092326905,8
C,2026,market__Stock_vs_QQQ_5D,0.0331267141128775,9
C,2026,market__Daily_Range,0.03206410981790354,10
C,2026,sentiment__Mean_Net_Sentiment,0.031829581703586886,11
C,2026,ticker__Ticker_GOOGL,0.031392769925430906,12
C,2026,binary__Has_Item_5_07,0.02566228566148579,13
C,2026,binary__Has_Item_7_01,0.024732265532791394,14
C,2026,binary__Has_Item_2_01,0.023566486439194803,15
C,2026,ticker__Ticker_TSLA,0.023349277320924372,16
C,2026,ticker__Ticker_NFLX,0.023156606271990315,17
C,2026,binary__Has_Item_8_01,0.022675105237550473,18
C,2026,ticker__Ticker_AVGO,0.02094942987884999,19
C,2026,binary__Has_Item_1_01,0.020647327945544382,20
C,2026,ticker__Ticker_ADBE,0.020573669639668894,21
C,2026,market__QQQ_Volatility_14D,0.018517485972692253,22
C,2026,market__RSI_14,0.018373163818012076,23
C,2026,binary__Has_Event_Guidance,0.017711675506036636,24
C,2026,ticker__Ticker_INTC,0.017696713627776885,25
C,2026,market__Stock_vs_QQQ_3D,0.01731607951913279,26
C,2026,ticker__Ticker_AAPL,0.017068711804405494,27
C,2026,market__QQQ_Log_Return_5D,0.016990371396309937,28
C,2026,binary__Has_Event_Earnings,0.016267772797451296,29
C,2026,binary__Has_Item_5_03,0.015096143332112098,30
C,2026,binary__Has_Event_Buyback,0.014957372135057843,31
C,2026,market__Intraday_Return,0.014640521775320473,32
C,2026,binary__Has_Item_1_02,0.01380004735694516,33
C,2026,binary__Has_Item_2_03,0.013436038905030177,34
C,2026,ticker__Ticker_AMZN,0.012758321068034009,35
C,2026,ticker__Ticker_QCOM,0.012373578631349292,36
C,2026,ticker__Ticker_AMD,0.012298237960963335,37
C,2026,market__Price_to_SMA20,0.011810242761975733,38
C,2026,binary__Has_Item_2_02,0.011719686448204269,39
C,2026,market__QQQ_Log_Return_3D,0.011531818439349462,40
C,2026,ticker__Ticker_NVDA,0.011465953656878842,41
C,2026,ticker__Ticker_META,0.010948959225688407,42
C,2026,binary__Has_Sentiment_History,0.010211132791430225,43
